FST info: dumpfile ReLU_tb.vcd opened for output.
+-------------------------------------------------------------------------------+
|  TIME  |                IN                ||                OUT               |
+-------------------------------------------------------------------------------+
+-------------------------------------------------------------------------------+
|                               Test Case n* 1                                  |
+-------------------------------------------------------------------------------+
| 015730 | 11000110110111100011000110001101 || 00000000000000000000000000000000 |
| 015740 | 10111001010111110010110101110010 || 00000000000000000000000000000000 |
| 015750 | 11110010100010111000100011100101 || 00000000000000000000000000000000 |
| 015760 | 11010110110100011010011110101101 || 00000000000000000000000000000000 |
| 015770 | 11010010000110010011101010100100 || 00000000000000000000000000000000 |
| 015780 | 11000000000110000100011010000000 || 00000000000000000000000000000000 |
| 015790 | 11010100011101010000110010101000 || 00000000000000000000000000000000 |
| 015800 | 10011111001110111011110100111110 || 00000000000000000000000000000000 |
| 015810 | 11000111011101111010111010001110 || 00000000000000000000000000000000 |
| 015820 | 11111100011110110101010111111000 || 00000000000000000000000000000000 |
| 015830 | 11000110010011011110111110001100 || 00000000000000000000000000000000 |
| 015840 | 10101111111110000101111001011111 || 00000000000000000000000000000000 |
| 015850 | 11100100011100010110101111001000 || 00000000000000000000000000000000 |
| 015860 | 10011011110010110001111100110111 || 00000000000000000000000000000000 |
| 015870 | 10110000100111001011110101100001 || 00000000000000000000000000000000 |
| 015880 | 10011111111111010100001000111111 || 00000000000000000000000000000000 |
| 015890 | 10111100000001110010111101111000 || 00000000000000000000000000000000 |
| 015900 | 10011101010001011100101000111010 || 00000000000000000000000000000000 |
| 015910 | 11000110000100111110011010001100 || 00000000000000000000000000000000 |
| 015920 | 10000101110000100111111100001011 || 00000000000000000000000000000000 |
| 015930 | 11111011100000001001011111110111 || 00000000000000000000000000000000 |
| 015940 | 10000100010010101101110100001000 || 00000000000000000000000000000000 |
| 015950 | 10011001111111111011011000110011 || 00000000000000000000000000000000 |
| 015960 | 10000011010110001000101000000110 || 00000000000000000000000000000000 |
| 015970 | 10110110000010100010001101101100 || 00000000000000000000000000000000 |
| 015980 | 11101011111000010011111011010111 || 00000000000000000000000000000000 |
| 015990 | 10010000100101000101110000100001 || 00000000000000000000000000000000 |
| 016000 | 10101010110111100011100101010101 || 00000000000000000000000000000000 |
| 016010 | 11010101001100110010111110101010 || 00000000000000000000000000000000 |
| 016020 | 10000001100111010011000100000011 || 00000000000000000000000000000000 |
| 016030 | 11110111000110111110011011101110 || 00000000000000000000000000000000 |
| 016040 | 10110001010101101100001001100010 || 00000000000000000000000000000000 |
| 016050 | 10101100010010111111101001011000 || 00000000000000000000000000000000 |
| 016060 | 11001101111001100101111010011011 || 00000000000000000000000000000000 |
| 016070 | 11110010000001000100001011100100 || 00000000000000000000000000000000 |
| 016080 | 11000101110111111011110010001011 || 00000000000000000000000000000000 |
| 016090 | 10001100101000111010001000011001 || 00000000000000000000000000000000 |
| 016100 | 10001111100111011100101100011111 || 00000000000000000000000000000000 |
| 016110 | 11001110110011010011110110011101 || 00000000000000000000000000000000 |
| 016120 | 11000011010001110001110110000110 || 00000000000000000000000000000000 |
| 016130 | 10011000101001100010010100110001 || 00000000000000000000000000000000 |
| 016140 | 11010001001000111101110010100010 || 00000000000000000000000000000000 |
| 016150 | 10100111110101101000011101001111 || 00000000000000000000000000000000 |
| 016160 | 11010010000000010011100110100100 || 00000000000000000000000000000000 |
| 016170 | 11110011110110100110000011100111 || 00000000000000000000000000000000 |
| 016180 | 10111100101111100101101001111001 || 00000000000000000000000000000000 |
| 016190 | 10101000000011011010110001010000 || 00000000000000000000000000000000 |
| 016200 | 11110000011111101100100111100000 || 00000000000000000000000000000000 |
| 016210 | 11001101110000000001001110011011 || 00000000000000000000000000000000 |
| 016220 | 10010110010111100110100000101100 || 00000000000000000000000000000000 |
| 016230 | 10011100011111000001110000111000 || 00000000000000000000000000000000 |
| 016240 | 10110111111000101110000001101111 || 00000000000000000000000000000000 |
| 016250 | 10100101100011011101101101001011 || 00000000000000000000000000000000 |
| 016260 | 10100000110001101000111001000001 || 00000000000000000000000000000000 |
| 016270 | 11100001101101010010001111000011 || 00000000000000000000000000000000 |
| 016280 | 10010011000110001111011000100110 || 00000000000000000000000000000000 |
| 016290 | 10000100110011110011010100001001 || 00000000000000000000000000000000 |
| 016300 | 10010100000100001011000100101000 || 00000000000000000000000000000000 |
| 016310 | 10011011001000111111000000110110 || 00000000000000000000000000000000 |
| 016320 | 11111110010010101110000011111100 || 00000000000000000000000000000000 |
| 016330 | 11001110111000101000000010011101 || 00000000000000000000000000000000 |
| 016340 | 10101011100101000001100001010111 || 00000000000000000000000000000000 |
| 016350 | 10000010001110011001000100000100 || 00000000000000000000000000000000 |
| 016360 | 11000100101101101101010110001001 || 00000000000000000000000000000000 |
| 016370 | 10100011010101101111101001000110 || 00000000000000000000000000000000 |
| 016380 | 10110001001010110110100001100010 || 00000000000000000000000000000000 |
| 016390 | 11111011011110101111010011110110 || 00000000000000000000000000000000 |
| 016400 | 10010010111001010110101000100101 || 00000000000000000000000000000000 |
| 016410 | 10110001001010101100000101100010 || 00000000000000000000000000000000 |
| 016420 | 11001011110110101010011110010111 || 00000000000000000000000000000000 |
| 016430 | 11111111011011101110011011111110 || 00000000000000000000000000000000 |
| 016440 | 10010011001111111001010100100110 || 00000000000000000000000000000000 |
| 016450 | 10111000111010001101001101110001 || 00000000000000000000000000000000 |
| 016460 | 10110111110101010011110001101111 || 00000000000000000000000000000000 |
| 016470 | 11000101011011000001011110001010 || 00000000000000000000000000000000 |
| 016480 | 10101011000001001010110101010110 || 00000000000000000000000000000000 |
| 016490 | 11011011101001110000111010110111 || 00000000000000000000000000000000 |
| 016500 | 11101101111000111110110011011011 || 00000000000000000000000000000000 |
| 016510 | 11111110010001110001001111111100 || 00000000000000000000000000000000 |
| 016520 | 11001101101000000110011110011011 || 00000000000000000000000000000000 |
| 016530 | 10110100111001000011000001101001 || 00000000000000000000000000000000 |
| 016540 | 10100000001010101101111001000000 || 00000000000000000000000000000000 |
| 016550 | 11001100111000000100101010011001 || 00000000000000000000000000000000 |
| 016560 | 10111100011000001101100101111000 || 00000000000000000000000000000000 |
| 016570 | 10011101010001011101011000111010 || 00000000000000000000000000000000 |
| 016580 | 11010010010011111001011110100100 || 00000000000000000000000000000000 |
| 016590 | 10001010100100100000100000010101 || 00000000000000000000000000000000 |
| 016600 | 11101000100011000111101011010001 || 00000000000000000000000000000000 |
| 016610 | 11010100001101100111111110101000 || 00000000000000000000000000000000 |
| 016620 | 10110010111111101111110101100101 || 00000000000000000000000000000000 |
| 016630 | 11000101011111100111110010001010 || 00000000000000000000000000000000 |
| 016640 | 10001101110110000001111100011011 || 00000000000000000000000000000000 |
| 016650 | 10101110011000111000101001011100 || 00000000000000000000000000000000 |
| 016660 | 10111100110100110101011101111001 || 00000000000000000000000000000000 |
| 016670 | 11000110101111011011010010001101 || 00000000000000000000000000000000 |
| 016680 | 11111011001111001111111111110110 || 00000000000000000000000000000000 |
| 016690 | 11000111000110110011001110001110 || 00000000000000000000000000000000 |
| 016700 | 10000100100110100100101000001001 || 00000000000000000000000000000000 |
| 016710 | 11001110011010111001111010011100 || 00000000000000000000000000000000 |
| 016720 | 11100000001011101010111111000000 || 00000000000000000000000000000000 |
| 016730 | 10010010100010101001100100100101 || 00000000000000000000000000000000 |
| 016740 | 11111010111110101101110011110101 || 00000000000000000000000000000000 |
| 016750 | 10010011100101100000011100100111 || 00000000000000000000000000000000 |
| 016760 | 11010100001100010010010110101000 || 00000000000000000000000000000000 |
| 016770 | 10001110110110111011101000011101 || 00000000000000000000000000000000 |
| 016780 | 11000111011110110111010010001110 || 00000000000000000000000000000000 |
| 016790 | 11110110000010101001111111101100 || 00000000000000000000000000000000 |
| 016800 | 10101110110011101011100001011101 || 00000000000000000000000000000000 |
| 016810 | 10110010001100110111001101100100 || 00000000000000000000000000000000 |
| 016820 | 11000010111001111101011110000101 || 00000000000000000000000000000000 |
| 016830 | 10110000000001001111001001100000 || 00000000000000000000000000000000 |
| 016840 | 10100101111011100001110101001011 || 00000000000000000000000000000000 |
| 016850 | 10010011100011111000010000100111 || 00000000000000000000000000000000 |
| 016860 | 11110111000101110010110011101110 || 00000000000000000000000000000000 |
| 016870 | 10110101101111000111000001101011 || 00000000000000000000000000000000 |
| 016880 | 10001000100010000110101000010001 || 00000000000000000000000000000000 |
| 016890 | 10101100100001001000100101011001 || 00000000000000000000000000000000 |
| 016900 | 11101010000100011111011111010100 || 00000000000000000000000000000000 |
| 016910 | 11010000110100100110010110100001 || 00000000000000000000000000000000 |
| 016920 | 11001011101111110001011010010111 || 00000000000000000000000000000000 |
| 016930 | 11110001110111000000001011100011 || 00000000000000000000000000000000 |
| 016940 | 11011010100110000010000110110101 || 00000000000000000000000000000000 |
| 016950 | 11100101101000000000000011001011 || 00000000000000000000000000000000 |
| 016960 | 10000000010100011111011000000000 || 00000000000000000000000000000000 |
| 016970 | 11100001000100100100101111000010 || 00000000000000000000000000000000 |
| 016980 | 11110100000001101110110111101000 || 00000000000000000000000000000000 |
| 016990 | 10110000011001000100111101100000 || 00000000000000000000000000000000 |
| 017000 | 10100110011101010100000101001100 || 00000000000000000000000000000000 |
| 017010 | 10000000101101001010001100000001 || 00000000000000000000000000000000 |
| 017020 | 11011111100111110000001110111111 || 00000000000000000000000000000000 |
| 017030 | 10101000010100100011111101010000 || 00000000000000000000000000000000 |
| 017040 | 10110110000001111000110001101100 || 00000000000000000000000000000000 |
| 017050 | 10110001100111110010100001100011 || 00000000000000000000000000000000 |
| 017060 | 11111001001010100110100111110010 || 00000000000000000000000000000000 |
| 017070 | 10010110011111101010000000101100 || 00000000000000000000000000000000 |
| 017080 | 10010001001001111100110100100010 || 00000000000000000000000000000000 |
| 017090 | 10001111000110101101100000011110 || 00000000000000000000000000000000 |
| 017100 | 11001101000000101000010010011010 || 00000000000000000000000000000000 |
| 017110 | 11001110101011100001111110011101 || 00000000000000000000000000000000 |
| 017120 | 11110111001010110101101111101110 || 00000000000000000000000000000000 |
| 017130 | 11111011110110111001000111110111 || 00000000000000000000000000000000 |
| 017140 | 11100101011101100001101011001010 || 00000000000000000000000000000000 |
| 017150 | 11011000000000110100100110110000 || 00000000000000000000000000000000 |
| 017160 | 11101101111100111110101111011011 || 00000000000000000000000000000000 |
| 017170 | 11011001110111100001000010110011 || 00000000000000000000000000000000 |
| 017180 | 11001101100011110101000110011011 || 00000000000000000000000000000000 |
| 017190 | 10110011100011001000110101100111 || 00000000000000000000000000000000 |
| 017200 | 11110111101001011001010011101111 || 00000000000000000000000000000000 |
| 017210 | 11001011001001011111010110010110 || 00000000000000000000000000000000 |
| 017220 | 10001111001110011011000000011110 || 00000000000000000000000000000000 |
| 017230 | 11001110101100100011101010011101 || 00000000000000000000000000000000 |
| 017240 | 11001010101111001100101010010101 || 00000000000000000000000000000000 |
| 017250 | 10111001010110111011110001110010 || 00000000000000000000000000000000 |
| 017260 | 11010010110010000001110010100101 || 00000000000000000000000000000000 |
| 017270 | 10001111100001000111110000011111 || 00000000000000000000000000000000 |
| 017280 | 10100010100001000110011001000101 || 00000000000000000000000000000000 |
| 017290 | 11000010010010101100010110000100 || 00000000000000000000000000000000 |
| 017300 | 10100101110110101101110001001011 || 00000000000000000000000000000000 |
| 017310 | 11001000111010010110001010010001 || 00000000000000000000000000000000 |
| 017320 | 10011101111010111001101100111011 || 00000000000000000000000000000000 |
| 017330 | 10000111001111110100110000001110 || 00000000000000000000000000000000 |
| 017340 | 11001111101001011001010110011111 || 00000000000000000000000000000000 |
| 017350 | 11000100101010101101100110001001 || 00000000000000000000000000000000 |
| 017360 | 10000010101111000000000100000101 || 00000000000000000000000000000000 |
| 017370 | 10111101010001000111000001111010 || 00000000000000000000000000000000 |
| 017380 | 11111000100101010100110111110001 || 00000000000000000000000000000000 |
| 017390 | 11110001011001001011000111100010 || 00000000000000000000000000000000 |
| 017400 | 10011011001011111000111000110110 || 00000000000000000000000000000000 |
| 017410 | 10111100010000100010111101111000 || 00000000000000000000000000000000 |
| 017420 | 11001011010101100110101110010110 || 00000000000000000000000000000000 |
| 017430 | 10100010010100101001011101000100 || 00000000000000000000000000000000 |
| 017440 | 11000011111001101001011010000111 || 00000000000000000000000000000000 |
| 017450 | 10101010111110110110011001010101 || 00000000000000000000000000000000 |
| 017460 | 10010101001110101011010000101010 || 00000000000000000000000000000000 |
| 017470 | 10101110111111100001100001011101 || 00000000000000000000000000000000 |
| 017480 | 10100000001111011101000101000000 || 00000000000000000000000000000000 |
| 017490 | 11000101111010111101010110001011 || 00000000000000000000000000000000 |
| 017500 | 11001011111111110100111110010111 || 00000000000000000000000000000000 |
| 017510 | 10100000110011001010001101000001 || 00000000000000000000000000000000 |
| 017520 | 11001011000001000101010110010110 || 00000000000000000000000000000000 |
| 017530 | 10011111000001100001100000111110 || 00000000000000000000000000000000 |
| 017540 | 10111110111100101100000101111101 || 00000000000000000000000000000000 |
| 017550 | 11111100011011011000011111111000 || 00000000000000000000000000000000 |
| 017560 | 10111001100100011001011101110011 || 00000000000000000000000000000000 |
| 017570 | 10010100010100011010111100101000 || 00000000000000000000000000000000 |
| 017580 | 10011001011110101111000000110010 || 00000000000000000000000000000000 |
| 017590 | 10010101001001111111000000101010 || 00000000000000000000000000000000 |
| 017600 | 11100111001110110110110111001110 || 00000000000000000000000000000000 |
| 017610 | 10011011011010001111011000110110 || 00000000000000000000000000000000 |
| 017620 | 10111100111110110010001101111001 || 00000000000000000000000000000000 |
| 017630 | 10111000000010001110110101110000 || 00000000000000000000000000000000 |
| 017640 | 10111111001011000000110101111110 || 00000000000000000000000000000000 |
| 017650 | 11011111110101110010110010111111 || 00000000000000000000000000000000 |
| 017660 | 11011000000110011111111110110000 || 00000000000000000000000000000000 |
| 017670 | 11011100111100010110101110111001 || 00000000000000000000000000000000 |
| 017680 | 10011010100110000000111000110101 || 00000000000000000000000000000000 |
| 017690 | 10010010010101100110111100100100 || 00000000000000000000000000000000 |
| 017700 | 10000001011001111000101000000010 || 00000000000000000000000000000000 |
| 017710 | 11101011100001000011101011010111 || 00000000000000000000000000000000 |
| 017720 | 10001001010101000110011000010010 || 00000000000000000000000000000000 |
| 017730 | 10100110111011011011110101001101 || 00000000000000000000000000000000 |
| 017740 | 11111011011000110010101111110110 || 00000000000000000000000000000000 |
| 017750 | 10000001111101000000011100000011 || 00000000000000000000000000000000 |
| 017760 | 11111010110011000110100111110101 || 00000000000000000000000000000000 |
| 017770 | 10011111111011101111010000111111 || 00000000000000000000000000000000 |
| 017780 | 10100111111000011010011101001111 || 00000000000000000000000000000000 |
| 017790 | 10001011101100010101111100010111 || 00000000000000000000000000000000 |
| 017800 | 10111101010101111101000001111010 || 00000000000000000000000000000000 |
| 017810 | 11100011110101001101000111000111 || 00000000000000000000000000000000 |
| 017820 | 10010000110100110010010100100001 || 00000000000000000000000000000000 |
| 017830 | 11010101111110001011000110101011 || 00000000000000000000000000000000 |
| 017840 | 10101001111100001010111001010011 || 00000000000000000000000000000000 |
| 017850 | 11111100000000001111010011111000 || 00000000000000000000000000000000 |
| 017860 | 11001100011010010010100110011000 || 00000000000000000000000000000000 |
| 017870 | 10110000010000000100101101100000 || 00000000000000000000000000000000 |
| 017880 | 10110010010010010111101101100100 || 00000000000000000000000000000000 |
| 017890 | 11111010010110011101100111110100 || 00000000000000000000000000000000 |
| 017900 | 11100010100111001001110011000101 || 00000000000000000000000000000000 |
| 017910 | 10000110100001100101110000001101 || 00000000000000000000000000000000 |
| 017920 | 11100111010000110000110011001110 || 00000000000000000000000000000000 |
| 017930 | 10100011110010001101111101000111 || 00000000000000000000000000000000 |
| 017940 | 10111010000100111100000101110100 || 00000000000000000000000000000000 |
| 017950 | 11000011011111101110111110000110 || 00000000000000000000000000000000 |
| 017960 | 11101101110000101001100011011011 || 00000000000000000000000000000000 |
| 017970 | 11011101100110000100010110111011 || 00000000000000000000000000000000 |
| 017980 | 11110010011010000100000011100100 || 00000000000000000000000000000000 |
| 017990 | 10101000101000011111010101010001 || 00000000000000000000000000000000 |
| 018000 | 10110111111001111011010001101111 || 00000000000000000000000000000000 |
| 018010 | 10111011101100010010011101110111 || 00000000000000000000000000000000 |
| 018020 | 11110001110011010001111111100011 || 00000000000000000000000000000000 |
| 018030 | 10101010000110010011101101010100 || 00000000000000000000000000000000 |
| 018040 | 10111000101000100101011001110001 || 00000000000000000000000000000000 |
| 018050 | 11101101101110011000001111011011 || 00000000000000000000000000000000 |
| 018060 | 11001100000101001100001110011000 || 00000000000000000000000000000000 |
| 018070 | 10111100100011100110111101111001 || 00000000000000000000000000000000 |
| 018080 | 10100111101010001101010101001111 || 00000000000000000000000000000000 |
| 018090 | 10101001000100100011100101010010 || 00000000000000000000000000000000 |
| 018100 | 10001001000101101111001000010010 || 00000000000000000000000000000000 |
| 018110 | 11100010110110010001111011000101 || 00000000000000000000000000000000 |
| 018120 | 11001011110011011110011010010111 || 00000000000000000000000000000000 |
| 018130 | 10001101101101010000011000011011 || 00000000000000000000000000000000 |
| 018140 | 10110000011101101101001001100000 || 00000000000000000000000000000000 |
| 018150 | 10101001100011001011011101010011 || 00000000000000000000000000000000 |
| 018160 | 10100001101101101001111101000011 || 00000000000000000000000000000000 |
| 018170 | 11100011111100101000011111000111 || 00000000000000000000000000000000 |
| 018180 | 11100000110010001110101011000001 || 00000000000000000000000000000000 |
| 018190 | 10011110011001101000100000111100 || 00000000000000000000000000000000 |
| 018200 | 10010100111100000111011100101001 || 00000000000000000000000000000000 |
| 018210 | 11110001000100000011110011100010 || 00000000000000000000000000000000 |
| 018220 | 10011000000110010001111100110000 || 00000000000000000000000000000000 |
| 018230 | 10110001100110111011111101100011 || 00000000000000000000000000000000 |
| 018240 | 11100001011001110100001111000010 || 00000000000000000000000000000000 |
| 018250 | 10000000110001101000000100000001 || 00000000000000000000000000000000 |
| 018260 | 10110011110100001011100001100111 || 00000000000000000000000000000000 |
| 018270 | 11001111000001110110101010011110 || 00000000000000000000000000000000 |
| 018280 | 10010011001110110011101000100110 || 00000000000000000000000000000000 |
| 018290 | 10100001100111101001010101000011 || 00000000000000000000000000000000 |
| 018300 | 10001101111111000101101000011011 || 00000000000000000000000000000000 |
| 018310 | 11011101001110000111011110111010 || 00000000000000000000000000000000 |
| 018320 | 11111010111101101111000111110101 || 00000000000000000000000000000000 |
| 018330 | 11110010001100001001011011100100 || 00000000000000000000000000000000 |
| 018340 | 11111101111100100000101111111011 || 00000000000000000000000000000000 |
| 018350 | 10110000010111111011010001100000 || 00000000000000000000000000000000 |
| 018360 | 11001100001001010101111010011000 || 00000000000000000000000000000000 |
| 018370 | 10111101010000011000001001111010 || 00000000000000000000000000000000 |
| 018380 | 11100010010101110011001011000100 || 00000000000000000000000000000000 |
| 018390 | 11011111000111011100111010111110 || 00000000000000000000000000000000 |
| 018400 | 11111100010001111101100011111000 || 00000000000000000000000000000000 |
| 018410 | 10000010110000010011011100000101 || 00000000000000000000000000000000 |
| 018420 | 10111010100001101001010001110101 || 00000000000000000000000000000000 |
| 018430 | 11000111001100010101010110001110 || 00000000000000000000000000000000 |
| 018440 | 11011000001011000001010010110000 || 00000000000000000000000000000000 |
| 018450 | 11101011101010000111001011010111 || 00000000000000000000000000000000 |
| 018460 | 10110101010101100101100001101010 || 00000000000000000000000000000000 |
| 018470 | 11110000000001001011010111100000 || 00000000000000000000000000000000 |
| 018480 | 10100101101000100010100001001011 || 00000000000000000000000000000000 |
| 018490 | 10000110101101101101001100001101 || 00000000000000000000000000000000 |
| 018500 | 11111011001111100000001111110110 || 00000000000000000000000000000000 |
| 018510 | 11011001000111000011110110110010 || 00000000000000000000000000000000 |
| 018520 | 10000111100100101000101100001111 || 00000000000000000000000000000000 |
| 018530 | 10001100000100001101011000011000 || 00000000000000000000000000000000 |
| 018540 | 11011001110111000111101110110011 || 00000000000000000000000000000000 |
| 018550 | 10100010011001000001101101000100 || 00000000000000000000000000000000 |
| 018560 | 10111010011101000001001001110100 || 00000000000000000000000000000000 |
| 018570 | 11000101101111011101101010001011 || 00000000000000000000000000000000 |
| 018580 | 11010110110111100000011110101101 || 00000000000000000000000000000000 |
| 018590 | 11011100010111100101110110111000 || 00000000000000000000000000000000 |
| 018600 | 10011111001000011111010000111110 || 00000000000000000000000000000000 |
| 018610 | 10011011000001100001110100110110 || 00000000000000000000000000000000 |
| 018620 | 10010000010000100100110000100000 || 00000000000000000000000000000000 |
| 018630 | 10101110001100001111000101011100 || 00000000000000000000000000000000 |
| 018640 | 11101010000100011100011011010100 || 00000000000000000000000000000000 |
| 018650 | 10011100101100001011110100111001 || 00000000000000000000000000000000 |
| 018660 | 10110000000000100101000001100000 || 00000000000000000000000000000000 |
| 018670 | 11011111100100111010010110111111 || 00000000000000000000000000000000 |
| 018680 | 10101100111010010111111001011001 || 00000000000000000000000000000000 |
| 018690 | 11010000001000011011100010100000 || 00000000000000000000000000000000 |
| 018700 | 10011001000101100111101000110010 || 00000000000000000000000000000000 |
| 018710 | 10110100100111100010011001101001 || 00000000000000000000000000000000 |
| 018720 | 11010000011101010111001110100000 || 00000000000000000000000000000000 |
| 018730 | 11010111010101111110110010101110 || 00000000000000000000000000000000 |
| 018740 | 11010011110111001000111110100111 || 00000000000000000000000000000000 |
| 018750 | 11101001011101100000010011010010 || 00000000000000000000000000000000 |
| 018760 | 11110100111111100101101011101001 || 00000000000000000000000000000000 |
| 018770 | 11110011110010110001011111100111 || 00000000000000000000000000000000 |
| 018780 | 10011111110111011011011000111111 || 00000000000000000000000000000000 |
| 018790 | 11111011110111001010101111110111 || 00000000000000000000000000000000 |
| 018800 | 10001110111111110100101000011101 || 00000000000000000000000000000000 |
| 018810 | 11000010001010011101011010000100 || 00000000000000000000000000000000 |
| 018820 | 11110000111101000111010011100001 || 00000000000000000000000000000000 |
| 018830 | 11010000100111010110101010100001 || 00000000000000000000000000000000 |
| 018840 | 11110110001110111011011111101100 || 00000000000000000000000000000000 |
| 018850 | 11101100111101111010100011011001 || 00000000000000000000000000000000 |
| 018860 | 11111101110100101010111111111011 || 00000000000000000000000000000000 |
| 018870 | 10100010110110110110111101000101 || 00000000000000000000000000000000 |
| 018880 | 11111101001101010111101011111010 || 00000000000000000000000000000000 |
| 018890 | 11110100000010101110110011101000 || 00000000000000000000000000000000 |
| 018900 | 11100101111001111010110111001011 || 00000000000000000000000000000000 |
| 018910 | 10001011001111111100100000010110 || 00000000000000000000000000000000 |
| 018920 | 10000111000000101100011000001110 || 00000000000000000000000000000000 |
| 018930 | 10000110111010101101111000001101 || 00000000000000000000000000000000 |
| 018940 | 11010100101001100001010110101001 || 00000000000000000000000000000000 |
| 018950 | 11001101000001110110001110011010 || 00000000000000000000000000000000 |
| 018960 | 11110001100001000011001111100011 || 00000000000000000000000000000000 |
| 018970 | 11010000000011011001110110100000 || 00000000000000000000000000000000 |
| 018980 | 11101000001010011110110111010000 || 00000000000000000000000000000000 |
| 018990 | 11110110111100010000111011101101 || 00000000000000000000000000000000 |
| 019000 | 10001001111110101011011000010011 || 00000000000000000000000000000000 |
| 019010 | 11101110111101100010011111011101 || 00000000000000000000000000000000 |
| 019020 | 10000001001111101001101000000010 || 00000000000000000000000000000000 |
| 019030 | 11000110000010110111011010001100 || 00000000000000000000000000000000 |
| 019040 | 10100001111111011010011001000011 || 00000000000000000000000000000000 |
| 019050 | 10111111001100100101100101111110 || 00000000000000000000000000000000 |
| 019060 | 10000010110001001110001000000101 || 00000000000000000000000000000000 |
| 019070 | 10011000011000110010101100110000 || 00000000000000000000000000000000 |
| 019080 | 10111010110100001011100001110101 || 00000000000000000000000000000000 |
| 019090 | 11101010001110001111001111010100 || 00000000000000000000000000000000 |
| 019100 | 11100110011110001110101111001100 || 00000000000000000000000000000000 |
| 019110 | 10011101100100001001100100111011 || 00000000000000000000000000000000 |
| 019120 | 10011101000110100000001100111010 || 00000000000000000000000000000000 |
| 019130 | 10100010001001111001001001000100 || 00000000000000000000000000000000 |
| 019140 | 11101101000110000011110011011010 || 00000000000000000000000000000000 |
| 019150 | 11010011001001100000111110100110 || 00000000000000000000000000000000 |
| 019160 | 10010010111101111111110000100101 || 00000000000000000000000000000000 |
| 019170 | 11000011011000001011001110000110 || 00000000000000000000000000000000 |
| 019180 | 10001111111001111011101000011111 || 00000000000000000000000000000000 |
| 019190 | 10111010111111011011101101110101 || 00000000000000000000000000000000 |
| 019200 | 11011010011101110111100110110100 || 00000000000000000000000000000000 |
| 019210 | 11111011000010011011010111110110 || 00000000000000000000000000000000 |
| 019220 | 10111001100110011010110001110011 || 00000000000000000000000000000000 |
| 019230 | 10011001011001111010101100110010 || 00000000000000000000000000000000 |
| 019240 | 11000110011010011011000010001100 || 00000000000000000000000000000000 |
| 019250 | 11110000011010001101011011100000 || 00000000000000000000000000000000 |
| 019260 | 10101100100100111011011101011001 || 00000000000000000000000000000000 |
| 019270 | 11101001001101111100110111010010 || 00000000000000000000000000000000 |
| 019280 | 11100011100110100011100011000111 || 00000000000000000000000000000000 |
| 019290 | 11001111001000110011010010011110 || 00000000000000000000000000000000 |
| 019300 | 11011100100101001110001010111001 || 00000000000000000000000000000000 |
| 019310 | 10010011101100111110111100100111 || 00000000000000000000000000000000 |
| 019320 | 11011000011001010000011110110000 || 00000000000000000000000000000000 |
| 019330 | 11110000010110101100110111100000 || 00000000000000000000000000000000 |
| 019340 | 11100001101110111001000111000011 || 00000000000000000000000000000000 |
| 019350 | 11011010011000011011111010110100 || 00000000000000000000000000000000 |
| 019360 | 10010100101011000111000100101001 || 00000000000000000000000000000000 |
| 019370 | 11000000101011000111111110000001 || 00000000000000000000000000000000 |
| 019380 | 10001010111010111000110000010101 || 00000000000000000000000000000000 |
| 019390 | 11000000101101001100101010000001 || 00000000000000000000000000000000 |
| 019400 | 11001000001011110010111010010000 || 00000000000000000000000000000000 |
| 019410 | 11100001000011100000011111000010 || 00000000000000000000000000000000 |
| 019420 | 11110101100100111111100111101011 || 00000000000000000000000000000000 |
| 019430 | 10100011100111000111111101000111 || 00000000000000000000000000000000 |
| 019440 | 11110101001111100101010011101010 || 00000000000000000000000000000000 |
| 019450 | 11100000100011000000010111000001 || 00000000000000000000000000000000 |
| 019460 | 11110000110101010101110111100001 || 00000000000000000000000000000000 |
| 019470 | 10001100111100100010110000011001 || 00000000000000000000000000000000 |
| 019480 | 11010101110100110101100010101011 || 00000000000000000000000000000000 |
| 019490 | 11001100111001111111010110011001 || 00000000000000000000000000000000 |
| 019500 | 11010010000001111001111010100100 || 00000000000000000000000000000000 |
| 019510 | 10110000110001101111111101100001 || 00000000000000000000000000000000 |
| 019520 | 10101001000001100001000001010010 || 00000000000000000000000000000000 |
| 019530 | 10111000000101100011011101110000 || 00000000000000000000000000000000 |
| 019540 | 11000000101000000000001110000001 || 00000000000000000000000000000000 |
| 019550 | 11100010100100100000011011000101 || 00000000000000000000000000000000 |
| 019560 | 11011110111000101011001110111101 || 00000000000000000000000000000000 |
| 019570 | 10110000100111000000011101100001 || 00000000000000000000000000000000 |
| 019580 | 11011111011101110011000110111110 || 00000000000000000000000000000000 |
| 019590 | 10110000001111100010111101100000 || 00000000000000000000000000000000 |
| 019600 | 11111000100111111101010111110001 || 00000000000000000000000000000000 |
| 019610 | 10001010110011011000010000010101 || 00000000000000000000000000000000 |
| 019620 | 10011001011011110010111000110010 || 00000000000000000000000000000000 |
| 019630 | 10110001000110000100100001100010 || 00000000000000000000000000000000 |
| 019640 | 11010011001101000110111110100110 || 00000000000000000000000000000000 |
| 019650 | 10111000111010111010110001110001 || 00000000000000000000000000000000 |
| 019660 | 10110111011110010110000101101110 || 00000000000000000000000000000000 |
| 019670 | 11110110100111001111111011101101 || 00000000000000000000000000000000 |
| 019680 | 11110010010011011101010111100100 || 00000000000000000000000000000000 |
